"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Noel, Jhonkensy",678877,"CLE","FF","4-Seam Fastball",-2.4,-3,"107",30.1,"30","0.154","0.192","0.202",25.9,33.3,27.8,"0.157","0.21","0.211",41.2
"Rocchio, Brayan",677587,"CLE","FF","4-Seam Fastball",-3.2,-4,"120",33.6,"30","0.08","0.08","0.177",16.7,16.7,15.6,"0.221","0.372","0.325",45
"McMahon, Ryan",641857,"COL","SI","Sinker",0,0,"122",12.8,"30","0.286","0.393","0.322",6.8,13.3,25,"0.312","0.566","0.393",66.7
"Greene, Riley",682985,"DET","SL","Slider",-0.9,-1,"126",13,"30","0.214","0.357","0.275",47.8,46.7,28,"0.242","0.423","0.31",50
"Malloy, Justyn-Henry",669234,"DET","SI","Sinker",-1.2,-1,"96",19.9,"30","0.208","0.375","0.337",14.6,23.3,33.3,"0.207","0.345","0.328",41.2
"Dezenzo, Zach",701305,"HOU","FF","4-Seam Fastball",-2.1,-3,"145",30.9,"30","0.154","0.231","0.237",30.4,43.3,22.8,"0.172","0.276","0.259",38.5
"d'Arnaud, Travis",518595,"LAA","FF","4-Seam Fastball",-1.3,-1,"106",33,"30","0.25","0.357","0.292",20,36.7,28.9,"0.248","0.508","0.343",52.9
"Rengifo, Luis",650859,"LAA","SL","Slider",-2.1,-2,"113",16.7,"30","0.148","0.148","0.22",18,16.7,12.5,"0.244","0.321","0.29",22.7
"Moncada, Yoán",660162,"LAA","FF","4-Seam Fastball",2.9,3,"114",28.9,"30","0.348","0.739","0.488",19.1,16.7,18.5,"0.324","0.73","0.489",42.1
"Ohtani, Shohei",660271,"LAD","CU","Curveball",3.3,3,"104",10.2,"30","0.261","0.522","0.417",50,43.3,30.2,"0.232","0.533","0.408",60
"Chourio, Jackson",694192,"MIL","ST","Sweeper",-2.8,-3,"100",11,"30","0.133","0.267","0.168",34.4,33.3,18.9,"0.155","0.263","0.177",15
"Larnach, Trevor",663616,"MIN","CH","Changeup",3.7,5,"123",14.1,"30","0.25","0.583","0.423",29.6,20,15.4,"0.292","0.535","0.397",26.3
"Grisham, Trent",663757,"NYY","SI","Sinker",-1.5,-2,"133",17.7,"30","0.16","0.16","0.297",13,13.3,14.8,"0.321","0.485","0.404",38.1
"Bogaerts, Xander",593428,"SD","SL","Slider",4.3,6,"141",16.6,"30","0.375","0.667","0.532",21.6,13.3,9.8,"0.328","0.473","0.395",28.6
"Maldonado, Martín",455117,"SD","FF","4-Seam Fastball",-0.6,-1,"84",35.6,"30","0.207","0.31","0.24",30.8,33.3,45.5,"0.261","0.6","0.372",36.8
"Polanco, Jorge",593871,"SEA","CH","Changeup",2.1,2,"95",17,"30","0.192","0.462","0.305",34.8,13.3,12.1,"0.272","0.525","0.388",34.8
"Yastrzemski, Mike",573262,"SF","SI","Sinker",0.7,1,"114",13.8,"30","0.261","0.435","0.42",12,16.7,13.9,"0.299","0.489","0.42",61.1
"Flores, Wilmer",527038,"SF","SI","Sinker",1.8,2,"118",12.8,"30","0.333","0.593","0.425",8.3,10,10,"0.291","0.502","0.373",50
"Donovan, Brendan",680977,"STL","CH","Changeup",5,4,"88",10,"30","0.414","0.655","0.467",20.5,16.7,20.8,"0.365","0.632","0.432",58.3
"Jung, Josh",673962,"TEX","SL","Slider",-0.5,-1,"143",20.8,"30","0.276","0.31","0.284",29.4,20,15.8,"0.282","0.363","0.294",17.4
"García, Adolis",666969,"TEX","SL","Slider",-3.1,-3,"106",12.9,"30","0.207","0.241","0.215",42.4,33.3,31.3,"0.173","0.245","0.197",36.8
"Bichette, Bo",666182,"TOR","FC","Cutter",0.8,1,"90",9.8,"30","0.357","0.429","0.37",14.6,3.3,5.9,"0.387","0.652","0.458",63
"Seager, Corey",608369,"TEX","FF","4-Seam Fastball",0.9,1,"120",28,"29","0.296","0.667","0.422",22.5,13.8,12.5,"0.42","0.964","0.586",73.9
"Hays, Austin",669720,"CIN","FF","4-Seam Fastball",0.1,0,"107",22.7,"29","0.321","0.643","0.416",16.7,17.2,20.8,"0.257","0.584","0.364",39.1
"O'Hoppe, Logan",681351,"LAA","SL","Slider",-2.4,-3,"123",16.3,"29","0.179","0.286","0.193",50,55.2,39,"0.127","0.256","0.179",61.5
"Bellinger, Cody",641355,"NYY","SI","Sinker",2.2,2,"108",12,"29","0.391","0.609","0.46",12.5,6.9,11.1,"0.33","0.492","0.399",45.5
"Fitzgerald, Tyler",666149,"SF","FF","4-Seam Fastball",-2.5,-3,"114",23.5,"29","0.208","0.292","0.27",28.1,24.1,22.6,"0.234","0.322","0.291",31.6
"Rice, Ben",700250,"NYY","CH","Changeup",1.5,1,"97",13.5,"29","0.185","0.444","0.291",25.9,10.3,10.7,"0.322","0.568","0.4",54.2
"McMahon, Ryan",641857,"COL","SL","Slider",-2,-2,"123",12.9,"29","0.115","0.269","0.216",48.4,51.7,37.5,"0.191","0.37","0.285",36.4
"White, Eli",642201,"ATL","SL","Slider",-1.1,-1,"96",19.1,"29","0.185","0.519","0.302",24,24.1,25.9,"0.229","0.469","0.308",28.6
"Bogaerts, Xander",593428,"SD","CH","Changeup",1.3,1,"98",11.6,"29","0.259","0.481","0.371",36.2,31,23.1,"0.189","0.348","0.259",38.9
"Stephenson, Tyler",663886,"CIN","FF","4-Seam Fastball",-0.9,-1,"127",33.2,"29","0.174","0.348","0.319",17.9,34.5,25.6,"0.264","0.505","0.403",61.5
"O'Hoppe, Logan",681351,"LAA","ST","Sweeper",0.4,0,"110",14.6,"29","0.143","0.357","0.255",44.2,34.5,20.4,"0.152","0.403","0.245",50
"Kurtz, Nick",701762,"ATH","FF","4-Seam Fastball",0.4,0,"109",25.1,"29","0.25","0.625","0.397",25.9,24.1,21.9,"0.248","0.621","0.413",50
"Albies, Ozzie",645277,"ATL","SI","Sinker",-2,-2,"89",10.3,"29","0.24","0.28","0.271",17.3,20.7,24,"0.205","0.25","0.257",45
"Ramírez, José",608070,"CLE","SL","Slider",0,0,"95",10.7,"29","0.259","0.481","0.354",17.5,3.4,4.3,"0.316","0.523","0.38",30.8
"Sweeney, Trey",700242,"DET","SI","Sinker",-3.4,-3,"100",14.1,"29","0.222","0.222","0.234",18,13.8,21.1,"0.235","0.317","0.271",39.1
"Harris II, Michael",671739,"ATL","SL","Slider",-2.3,-2,"104",13,"29","0.148","0.296","0.197",34.5,20.7,16.7,"0.236","0.459","0.312",36.4
"Dingler, Dillon",693307,"DET","SL","Slider",2.1,2,"87",14.5,"29","0.414","0.552","0.422",21.6,10.3,10.7,"0.373","0.528","0.388",42.3
"Lee, Brooks",686797,"MIN","SI","Sinker",-2.5,-2,"84",13.7,"29","0.259","0.296","0.278",15.2,10.3,16.7,"0.285","0.389","0.319",50
"Kwan, Steven",680757,"CLE","CH","Changeup",-0.7,-1,"119",12.2,"29","0.214","0.214","0.21",13.7,10.3,6,"0.255","0.308","0.26",20
"Rice, Ben",700250,"NYY","SI","Sinker",7.8,7,"88",12.3,"29","0.478","0.826","0.562",7.5,10.3,14.3,"0.435","0.788","0.587",66.7
"Urías, Ramón",602104,"BAL","SI","Sinker",-1,-1,"114",20.7,"29","0.32","0.36","0.333",11.1,3.4,5.3,"0.277","0.424","0.334",44
"Westburg, Jordan",676059,"BAL","FF","4-Seam Fastball",-4,-5,"121",34.2,"29","0.107","0.143","0.16",21.1,27.6,20.5,"0.207","0.34","0.249",50
"Vientos, Mark",668901,"NYM","SL","Slider",-1.1,-1,"135",17.4,"29","0.087","0.13","0.25",40.3,27.6,17.4,"0.182","0.319","0.313",33.3
"Domínguez, Jasson",691176,"NYY","SL","Slider",0.3,0,"111",15.4,"29","0.208","0.458","0.35",41.7,41.4,36.4,"0.236","0.434","0.355",58.3
"Wagaman, Eric",676572,"MIA","SL","Slider",2.9,3,"113",14.5,"29","0.36","0.52","0.455",44.4,24.1,23.3,"0.308","0.391","0.359",44.4
"Mullins, Cedric",656775,"BAL","CH","Changeup",1.8,2,"115",12.7,"29","0.333","0.481","0.378",26.9,27.6,18.2,"0.229","0.382","0.291",42.1
"Duran, Jarren",680776,"BOS","FC","Cutter",0.8,1,"96",9.6,"29","0.222","0.444","0.384",20.5,20.7,27.3,"0.287","0.489","0.356",33.3
"Lux, Gavin",666158,"CIN","SL","Slider",-2.5,-3,"132",16.5,"29","0.12","0.16","0.202",37.9,34.5,21.3,"0.126","0.16","0.202",33.3
"Lux, Gavin",666158,"CIN","CH","Changeup",2.8,3,"102",12.8,"29","0.357","0.393","0.347",20,17.2,12.8,"0.302","0.351","0.301",17.4
"Duran, Jarren",680776,"BOS","CH","Changeup",1.3,1,"97",9.7,"29","0.31","0.414","0.347",25.5,17.2,20.8,"0.287","0.462","0.319",50
"Trevino, Jose",624431,"CIN","FF","4-Seam Fastball",-0.6,-1,"129",32.7,"29","0.296","0.481","0.359",10.8,13.8,14.3,"0.261","0.486","0.343",52.2
"Perez, Salvador",521692,"KC","SL","Slider",-3.2,-4,"126",15.8,"29","0.103","0.241","0.143",40.8,31,17,"0.217","0.444","0.276",50
"Fraley, Jake",641584,"CIN","FF","4-Seam Fastball",-1.1,-1,"90",25.9,"29","0.136","0.318","0.312",9.1,10.3,12,"0.234","0.42","0.379",47.4
"Stott, Bryson",681082,"PHI","SL","Slider",-0.6,-1,"104",10.7,"28","0.2","0.32","0.259",29.3,28.6,17.8,"0.168","0.275","0.227",11.1
"Duran, Jarren",680776,"BOS","SI","Sinker",-0.5,-1,"106",10.6,"28","0.28","0.32","0.313",18.6,17.9,20,"0.308","0.428","0.359",35
"Keith, Colt",690993,"DET","SI","Sinker",-0.5,0,"99",15.2,"28","0.28","0.32","0.313",17.8,14.3,18.2,"0.316","0.432","0.366",38.1
"Smith, Pavin",656976,"AZ","CH","Changeup",1.6,1,"86",11.8,"28","0.217","0.435","0.35",35.1,32.1,25.7,"0.209","0.454","0.352",50
"Abrams, CJ",682928,"WSH","SL","Slider",-2.3,-2,"106",15.2,"28","0.148","0.296","0.205",29.1,21.4,20,"0.217","0.394","0.274",28.6
"Canha, Mark",592192,"KC","FF","4-Seam Fastball",-2.2,-2,"99",30.9,"28","0.217","0.217","0.261",21.6,17.9,17.2,"0.153","0.226","0.257",26.3
"Beck, Jordan",687597,"COL","SI","Sinker",1.2,1,"111",15,"28","0.36","0.6","0.439",17.4,21.4,23.1,"0.264","0.395","0.325",63.2
"Lee, Brooks",686797,"MIN","CH","Changeup",-1.7,-2,"100",16.3,"28","0.25","0.25","0.225",37.7,10.7,10,"0.273","0.378","0.28",24
"Mountcastle, Ryan",663624,"BAL","SI","Sinker",-0.9,-1,"104",13.6,"28","0.321","0.429","0.359",10.9,10.7,15,"0.321","0.419","0.32",56
"Frelick, Sal",686217,"MIL","SL","Slider",3.7,3,"94",11.2,"28","0.385","0.654","0.461",8.5,10.7,10,"0.424","0.605","0.462",39.1
"Fermin, Freddy",666023,"KC","FF","4-Seam Fastball",-2.8,-4,"129",30.4,"28","0.231","0.231","0.226",21.1,17.9,9.8,"0.237","0.273","0.239",27.3
"Lindor, Francisco",596019,"NYM","CU","Curveball",1.2,1,"123",11.8,"28","0.24","0.48","0.346",30,25,16.7,"0.222","0.391","0.307",44.4
"Turang, Brice",668930,"MIL","CH","Changeup",1.7,2,"92",9,"28","0.28","0.32","0.32",17.1,17.9,14.7,"0.24","0.309","0.324",33.3
"McCutchen, Andrew",457705,"PIT","SL","Slider",-0.6,-1,"153",18.8,"28","0.136","0.182","0.259",45.3,28.6,15.4,"0.167","0.186","0.272",21.4
"Misner, Kameron",670224,"TB","SI","Sinker",0.2,0,"101",13.8,"28","0.261","0.391","0.388",22.2,21.4,20.7,"0.226","0.305","0.312",23.5
"Bart, Joey",663698,"PIT","SI","Sinker",-0.9,-1,"116",16.9,"28","0.25","0.333","0.318",23.8,25,36.8,"0.221","0.46","0.345",47.1
"Benson, Will",666181,"CIN","FF","4-Seam Fastball",-1.4,-1,"92",39.3,"28","0.125","0.25","0.211",18,21.4,25,"0.265","0.617","0.428",73.7
"Bleday, JJ",668709,"ATH","SI","Sinker",0.3,0,"94",13.5,"28","0.217","0.435","0.382",13.5,10.7,17.6,"0.265","0.487","0.387",50
"Wallner, Matt",670242,"MIN","FF","4-Seam Fastball",0.8,1,"125",46,"28","0.304","0.391","0.375",43.1,28.6,21.1,"0.228","0.428","0.354",46.7
"Stott, Bryson",681082,"PHI","SI","Sinker",-2.4,-3,"109",11.2,"28","0.192","0.231","0.223",10,3.6,4.2,"0.275","0.479","0.344",20
"Stallings, Jacob",607732,"COL","FF","4-Seam Fastball",-0.8,-1,"113",33.9,"28","0.174","0.261","0.279",33.3,32.1,26.5,"0.137","0.222","0.25",35.7
"Scott II, Victor",687363,"STL","SI","Sinker",0.1,0,"120",16,"28","0.318","0.364","0.398",18,17.9,25,"0.29","0.347","0.342",31.6
"Smith, Josh",669701,"TEX","SI","Sinker",1.9,2,"90",12.7,"28","0.36","0.6","0.443",14.3,17.9,26.3,"0.352","0.559","0.422",35
"Ward, Taylor",621493,"LAA","ST","Sweeper",-1.1,-1,"128",13.2,"27","0.16","0.4","0.215",26.7,40.7,22,"0.1","0.17","0.107",25
"Swanson, Dansby",621020,"CHC","CH","Changeup",-1.8,-2,"96",10.1,"27","0.043","0.043","0.178",38.5,37,27.8,"0.148","0.285","0.245",35.7
"Neto, Zach",687263,"LAA","SL","Slider",-0.1,0,"96",13.9,"27","0.222","0.37","0.254",34,40.7,26.2,"0.243","0.445","0.291",43.8
"Busch, Michael",683737,"CHC","SL","Slider",5,5,"99",12.1,"27","0.263","0.737","0.496",42.6,33.3,20,"0.228","0.614","0.454",50
"Anderson, Tim",641313,"LAA","FF","4-Seam Fastball",-2.1,-3,"126",38.2,"27","0.24","0.24","0.252",25.4,22.2,18.8,"0.178","0.241","0.219",47.4
"Bailey, Patrick",672275,"SF","CH","Changeup",-5.2,-5,"90",14.7,"27","0.077","0.077","0.067",44.9,37,34.5,"0.129","0.192","0.133",11.8
"Santander, Anthony",623993,"TOR","CH","Changeup",0.3,0,"110",12.6,"27","0.13","0.304","0.257",23.5,22.2,13.3,"0.183","0.322","0.285",35.3
"Lopez, Otto",672640,"MIA","SL","Slider",-1.7,-2,"100",17.6,"27","0.167","0.292","0.252",32.6,14.8,13.8,"0.274","0.502","0.37",30
"Farmer, Kyle",571657,"COL","SL","Slider",-3.4,-3,"87",15.8,"27","0.148","0.259","0.181",22.4,22.2,24,"0.159","0.229","0.166",19
"Kelly, Carson",608348,"CHC","SI","Sinker",2.2,3,"118",20.6,"27","0.4","0.7","0.528",10,0,0,"0.354","0.639","0.493",50
"Acuña, Luisangel",682668,"NYM","SI","Sinker",-2.8,-3,"90",18.5,"27","0.167","0.167","0.254",10.9,14.8,23.5,"0.248","0.276","0.283",35
"Murphy, Sean",669221,"ATL","SI","Sinker",0.1,0,"111",19.8,"27","0.227","0.364","0.385",12.5,18.5,18.5,"0.226","0.372","0.341",29.4
"Nimmo, Brandon",607043,"NYM","SL","Slider",0.6,1,"95",11.2,"27","0.231","0.538","0.333",35.7,29.6,20.5,"0.231","0.403","0.284",44.4
"Pasquantino, Vinnie",686469,"KC","CU","Curveball",-2.1,-2,"94",10.7,"27","0.154","0.269","0.2",36.2,37,28.6,"0.211","0.33","0.25",62.5
"Stowers, Kyle",669065,"MIA","SL","Slider",-0.9,-1,"85",10.5,"27","0.28","0.4","0.298",40.4,25.9,25,"0.286","0.363","0.288",52.6
"De La Cruz, Elly",682829,"CIN","CU","Curveball",2,2,"106",11,"27","0.32","0.56","0.4",28.9,33.3,23.1,"0.237","0.52","0.346",31.3
"Bell, Josh",605137,"WSH","SI","Sinker",-1,-1,"97",13.3,"27","0.217","0.435","0.337",25.7,22.2,23.1,"0.26","0.55","0.392",64.7
"Domínguez, Jasson",691176,"NYY","CU","Curveball",1.7,1,"89",12.3,"27","0.231","0.5","0.32",44,48.1,34.2,"0.255","0.557","0.352",76.9
"Bader, Harrison",664056,"MIN","SL","Slider",1.8,2,"113",18.5,"27","0.25","0.75","0.415",34.4,25.9,20.6,"0.224","0.58","0.35",27.8
"Aranda, Jonathan",666018,"TB","SL","Slider",2.7,3,"102",11.8,"27","0.333","0.542","0.4",27.8,29.6,19.5,"0.327","0.677","0.442",64.7
"Soto, Juan",665742,"NYM","FC","Cutter",5.1,5,"102",9.6,"27","0.44","0.88","0.567",20,14.8,16.7,"0.449","1.013","0.618",61.9
"Tawa, Tim",694374,"AZ","FF","4-Seam Fastball",0.2,0,"126",29.8,"27","0.273","0.409","0.319",28.1,22.2,21.4,"0.302","0.49","0.38",38.9
"Caballero, José",676609,"TB","SI","Sinker",3.6,3,"86",13.7,"27","0.409","0.727","0.522",10.8,18.5,27.8,"0.258","0.519","0.395",47.1
"Lowe, Nathaniel",663993,"WSH","SL","Slider",-0.7,-1,"130",12.7,"27","0.154","0.308","0.213",27.9,25.9,13.5,"0.154","0.238","0.187",36.8
"Bauers, Jake",641343,"MIL","FF","4-Seam Fastball",-1.6,-2,"102",28.4,"27","0.174","0.217","0.25",26.5,29.6,34.8,"0.195","0.384","0.311",40
"O'Neill, Tyler",641933,"BAL","FF","4-Seam Fastball",-3.9,-5,"118",31.7,"27","0.08","0.16","0.144",28.8,33.3,23.1,"0.178","0.486","0.307",43.8
"Henderson, Gunnar",683002,"BAL","CH","Changeup",3.6,3,"97",11.3,"27","0.28","0.56","0.38",38.3,33.3,25,"0.242","0.407","0.306",50
"Dubón, Mauricio",643289,"HOU","FF","4-Seam Fastball",-2.3,-2,"95",31.8,"27","0.192","0.308","0.233",19.7,7.4,7.4,"0.225","0.279","0.238",29.2
"Santana, Carlos",467793,"CLE","SI","Sinker",2.9,4,"123",13.3,"27","0.4","0.6","0.476",8.2,7.4,6.3,"0.357","0.536","0.452",73.7
"Laureano, Ramón",657656,"BAL","FF","4-Seam Fastball",3.2,4,"121",28.5,"27","0.348","0.739","0.491",31.4,33.3,27.3,"0.314","0.784","0.491",71.4
"Soto, Juan",665742,"NYM","CH","Changeup",-0.7,-1,"107",10,"27","0.192","0.423","0.274",19,22.2,19.4,"0.284","0.495","0.345",35
"Taylor, Tyrone",621438,"NYM","SL","Slider",1.2,1,"99",16.8,"27","0.32","0.48","0.37",25.6,22.2,24,"0.392","0.632","0.457",52.6
"Nimmo, Brandon",607043,"NYM","FC","Cutter",-2.2,-2,"86",10.1,"26","0.174","0.261","0.246",17.9,7.7,9.5,"0.214","0.368","0.3",47.6
"Bouchard, Sean",656248,"COL","FF","4-Seam Fastball",-2.1,-2,"91",34.1,"26","0.19","0.19","0.273",30.8,30.8,38.1,"0.157","0.179","0.253",7.7
"Vargas, Miguel",678246,"CWS","SL","Slider",1.4,2,"122",13,"26","0.292","0.458","0.35",19.6,26.9,15.9,"0.279","0.402","0.323",47.1
"Scott II, Victor",687363,"STL","CH","Changeup",-1.6,-2,"104",13.8,"26","0.269","0.308","0.256",38.9,38.5,30.3,"0.21","0.263","0.204",31.3
"Carpenter, Kerry",681481,"DET","SI","Sinker",2.3,3,"117",15.3,"26","0.5","0.708","0.546",10.9,7.7,8.3,"0.46","0.736","0.527",68.2
"Alonso, Pete",624413,"NYM","ST","Sweeper",-0.5,-1,"126",11.6,"26","0.28","0.4","0.31",18.9,19.2,13.9,"0.277","0.445","0.324",60
"Albies, Ozzie",645277,"ATL","SL","Slider",0.3,0,"104",12.1,"26","0.28","0.48","0.338",37,23.1,22.2,"0.298","0.518","0.359",31.6
"Judge, Aaron",592450,"NYY","CH","Changeup",6,6,"101",10.6,"26","0.364","0.773","0.51",43.2,15.4,12.9,"0.287","0.664","0.445",38.9
"Wood, James",695578,"WSH","CH","Changeup",1,1,"110",10.2,"26","0.261","0.522","0.344",21.3,19.2,14.3,"0.268","0.453","0.327",47.4
"García Jr., Luis",671277,"WSH","CU","Curveball",-3.3,-3,"94",13.9,"26","0.125","0.167","0.144",25,15.4,11.8,"0.184","0.357","0.257",38.1
"Rojas, Johan",679032,"PHI","FF","4-Seam Fastball",-2,-3,"135",34.4,"26","0.2","0.25","0.287",28.8,42.3,26.2,"0.187","0.223","0.274",40
"Correa, Carlos",621043,"MIN","SL","Slider",-0.3,0,"103",15.2,"26","0.292","0.375","0.323",30.9,23.1,16.2,"0.292","0.477","0.356",44.4
"Turner, Trea",607208,"PHI","CU","Curveball",1.2,1,"96",10,"26","0.292","0.417","0.338",37.3,26.9,15.6,"0.25","0.347","0.29",23.5
"Carroll, Corbin",682998,"AZ","CU","Curveball",1.9,2,"112",11.1,"26","0.28","0.6","0.442",22.2,30.8,21.1,"0.295","0.57","0.407",52.9
"Herrera, Jose",645444,"AZ","FF","4-Seam Fastball",1.5,2,"109",36.1,"26","0.25","0.5","0.365",8.5,11.5,9.1,"0.217","0.316","0.291",25
"Castellanos, Nick",592206,"PHI","CU","Curveball",-0.6,-1,"98",11.2,"26","0.16","0.28","0.208",42.4,23.1,16.7,"0.247","0.431","0.303",36.8
"Lopez, Otto",672640,"MIA","SI","Sinker",-0.4,0,"103",18.1,"26","0.227","0.409","0.371",4.8,11.5,23.1,"0.305","0.731","0.472",52.6
"Kelly, Carson",608348,"CHC","SL","Slider",3,3,"99",17.3,"26","0.261","0.522","0.408",31.8,11.5,9.1,"0.256","0.506","0.363",45
"Schanuel, Nolan",694384,"LAA","SL","Slider",1.1,1,"105",12.1,"26","0.385","0.5","0.387",20.9,23.1,20,"0.369","0.44","0.351",25
"Tucker, Kyle",663656,"CHC","CH","Changeup",3.3,4,"124",12.6,"26","0.348","0.652","0.456",30.4,19.2,11.9,"0.272","0.505","0.371",44.4
"Suzuki, Seiya",673548,"CHC","ST","Sweeper",-3.3,-4,"106",10.4,"26","0.091","0.091","0.123",38.9,42.3,31.4,"0.093","0.156","0.155",30.8
"Soler, Jorge",624585,"LAA","ST","Sweeper",-1.3,-1,"107",12.2,"26","0.217","0.217","0.227",29.5,34.6,23.7,"0.146","0.202","0.19",26.7
"Solano, Donovan",456781,"SEA","FF","4-Seam Fastball",-3.9,-4,"111",35.1,"26","0.16","0.24","0.192",24.6,30.8,22.9,"0.197","0.338","0.245",47.1
"Candelario, Jeimer",600869,"CIN","FF","4-Seam Fastball",1.2,1,"88",23.5,"26","0.19","0.524","0.406",17,19.2,13.9,"0.217","0.537","0.388",31.3
"Witt Jr., Bobby",677951,"KC","FC","Cutter",0.2,0,"105",11.5,"26","0.364","0.455","0.358",20.4,3.8,4.3,"0.325","0.447","0.395",39.1
"Raleigh, Cal",663728,"SEA","FC","Cutter",3,3,"95",9.2,"26","0.263","0.895","0.531",22.9,26.9,41.2,"0.269","0.777","0.504",50
"Raleigh, Cal",663728,"SEA","SL","Slider",2.8,4,"127",12.2,"26","0.304","0.739","0.498",46.3,46.2,24.5,"0.245","0.624","0.398",54.5
"Williamson, Ben",810938,"SEA","SI","Sinker",-0.4,-1,"126",21.8,"26","0.308","0.423","0.354",12.7,7.7,7.4,"0.289","0.41","0.302",54.2
"McKinstry, Zach",656716,"DET","CH","Changeup",0.3,0,"100",11.9,"26","0.273","0.364","0.3",29.5,19.2,16.1,"0.287","0.43","0.326",31.6
"McKinstry, Zach",656716,"DET","SL","Slider",-2,-2,"98",11.7,"26","0.13","0.174","0.198",51.2,53.8,31.1,"0.135","0.219","0.215",33.3
"Pagés, Pedro",686780,"STL","SL","Slider",-0.6,-1,"87",16.2,"26","0.2","0.48","0.306",31.9,26.9,22.6,"0.208","0.384","0.256",42.1
"Nootbaar, Lars",663457,"STL","CH","Changeup",3.1,4,"124",11.9,"26","0.333","0.625","0.463",35.8,26.9,15.6,"0.302","0.559","0.389",52.9
"Pagés, Pedro",686780,"STL","FF","4-Seam Fastball",-1.3,-2,"133",24.8,"26","0.24","0.36","0.286",7.8,11.5,8.1,"0.238","0.325","0.26",27.3
"Yastrzemski, Mike",573262,"SF","SL","Slider",1.1,1,"90",10.9,"26","0.261","0.435","0.358",17.1,19.2,16.1,"0.231","0.381","0.311",33.3
"Sheets, Gavin",657757,"SD","CU","Curveball",0.4,0,"113",14.8,"25","0.304","0.348","0.322",37.2,44,24.4,"0.218","0.358","0.282",50
"Smith, Will",669257,"LAD","SI","Sinker",-1.4,-1,"102",13.2,"25","0.292","0.417","0.296",11.6,12,14.3,"0.308","0.51","0.338",59.1
"Narváez, Carlos",665966,"BOS","SI","Sinker",-0.4,0,"100",15.3,"25","0.261","0.435","0.366",8.5,20,18.5,"0.199","0.337","0.265",27.8
"Langford, Wyatt",694671,"TEX","SL","Slider",1,1,"112",14.1,"25","0.211","0.421","0.314",31.7,24,18.8,"0.292","0.613","0.443",46.7
"India, Jonathan",663697,"KC","SL","Slider",-2.3,-3,"144",15.2,"25","0.16","0.28","0.188",29.5,16,8.7,"0.235","0.336","0.244",28.6
"Torkelson, Spencer",679529,"DET","CH","Changeup",2.1,2,"102",10.8,"25","0.25","0.75","0.438",40.4,28,19.4,"0.25","0.704","0.438",42.9
"Muncy, Max",571970,"LAD","CH","Changeup",1.5,1,"98",11,"25","0.273","0.455","0.358",40,32,25,"0.273","0.528","0.381",35.7
"Hernández, Enrique",571771,"LAD","SL","Slider",-1.6,-2,"103",20.3,"25","0.217","0.261","0.25",36.8,24,15,"0.201","0.319","0.259",29.4
"Freeman, Freddie",518692,"LAD","SL","Slider",3.3,3,"100",13.9,"25","0.286","0.762","0.474",42,28,31.8,"0.27","0.656","0.435",42.9
"Devers, Rafael",646240,"BOS","FC","Cutter",1.2,1,"110",9.5,"25","0.3","0.5","0.45",34.4,24,21.4,"0.292","0.535","0.421",64.3
"Hamilton, David",666152,"BOS","FF","4-Seam Fastball",0,0,"93",34.1,"25","0.348","0.522","0.39",18.2,20,22.7,"0.272","0.37","0.294",21.1
"Ramírez, Agustín",682663,"MIA","SL","Slider",-1.2,-1,"96",19.5,"25","0.25","0.375","0.286",33.3,32,28.6,"0.241","0.332","0.263",50
"Paredes, Isaac",670623,"HOU","CH","Changeup",1.8,2,"93",8.7,"25","0.286","0.476","0.386",33.3,28,17.1,"0.196","0.306","0.292",35.7
"Soto, Juan",665742,"NYM","CU","Curveball",0.5,0,"102",9.6,"25","0.111","0.111","0.312",18.5,12,9.1,"0.259","0.38","0.434",68.8
"O'Hearn, Ryan",656811,"BAL","SL","Slider",-0.7,-1,"99",13.1,"25","0.227","0.273","0.278",41.5,36,27.3,"0.194","0.285","0.265",61.5
"Wagner, Will",695238,"TOR","FF","4-Seam Fastball",-1.4,-2,"111",37.4,"25","0.227","0.273","0.314",16.1,28,15.9,"0.207","0.254","0.261",40
"Stott, Bryson",681082,"PHI","CH","Changeup",-2.2,-2,"98",10.1,"25","0.167","0.167","0.172",10.4,12,6.5,"0.268","0.362","0.288",28.6
"Jansen, Danny",643376,"TB","SI","Sinker",-0.1,0,"106",18.8,"25","0.227","0.5","0.352",8.2,16,20,"0.205","0.291","0.273",44.4
"Julien, Edouard",666397,"MIN","CH","Changeup",-4.2,-4,"103",23.2,"25","0.043","0.043","0.092",36,16,11.4,"0.275","0.506","0.36",47.4
"Báez, Javier",595879,"DET","SI","Sinker",-1.5,-1,"98",16.5,"25","0.292","0.333","0.33",5.1,8,16.7,"0.235","0.287","0.247",40.9
"Alonso, Pete",624413,"NYM","CU","Curveball",1.3,2,"114",10.5,"25","0.19","0.381","0.314",36.4,32,19.5,"0.309","0.492","0.398",53.8
"Wells, Austin",669224,"NYY","CH","Changeup",-0.1,0,"87",11.6,"25","0.24","0.52","0.318",29.4,24,22.2,"0.226","0.461","0.288",42.1
"Lowe, Brandon",664040,"TB","SL","Slider",-3.3,-3,"104",12.9,"25","0.083","0.208","0.144",41.4,24,18.8,"0.222","0.428","0.291",55.6
